Job Title,Company,Salary,Address
Trưởng Phòng Hành Chính Nhân Sự,CÔNG TY CỔ PHẦN DỊCH VỤ TRỰC TUYẾN ỐC TA,16 - 19 triệu VND,Hà Nội
Intern Tester (Có Tiếng Nhật),Công ty Cổ phần Kaopiz Software,thoả thuận,Hà Nội
Kỹ Thuật Viên Google Ads,CÔNG TY CỔ PHẦN CMETRIC,7 - 10 triệu VND,Hà Nội
Kế Toán Kho,CÔNG TY CỔ PHẦN CÔNG NGHỆ MÁY CHỦ TỐT,7 - 9 triệu VND,Hà Nội
Nhân Viên Kinh Doanh Mảng Phân Phối,CÔNG TY TNHH TMDV ETERNAL ASIA VIỆT NAM,15 triệu VND,Hà Nội
DevOps Engineer,CÔNG TY CỔ PHẦN TẬP ĐOÀN CÔNG NGHỆ OMMANI,25 - 35 triệu VND,Hà Nội
Kế Toán Phân Tích Nghiệp Vụ Phần Mềm,Công ty Cổ phần MISA,25 triệu VND,Hà Nội
Nhân Viên Editor Youtube,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN TREND CREATION,8 - 10 triệu VND,Hà Nội
2D Artist,No Power-up,20 - 35 triệu VND,Hà Nội
Customer Service E-Commerce,CÔNG TY TNHH MEDIASTEP SOFTWARE VIỆT NAM,8 - 9 triệu VND,"Hồ Chí Minh, Hà Nội"
Nhân Viên IT,Công ty CP XNK Tiên Phong VN,15 - 30 triệu VND,Hà Nội
Nhân Viên Quản Trị Nội Dung Website,CÔNG TY TNHH DỊCH VỤ THƯƠNG MẠI PINAWEB,7 - 10 triệu VND,Hải Phòng
Chuyên Viên Giám Sát Và Vận Hành Mạng - Network Engineer,Công ty cổ phần Hạ tầng Viễn thông CMC Telecom,13 - 20 triệu VND,Hà Nội
Flutter Developer (Senior),2NF Software,25 - 35 triệu VND,Hà Nội
Data Engineer (Junior),Viettel Software,15 - 25 triệu VND,Hà Nội
Data Engineer (Middle/Senior),Viettel Software,30 - 50 triệu VND,Hà Nội
Junior Software Tester (QC),Công ty TNHH TMZ,thoả thuận,Hà Nội
"Business Analyst(Middle+,Dự Án Công Nghệ Mới)",Viettel Software,thoả thuận,Hà Nội
"Business Analyst(Middle+, Domain Viễn Thông)",Viettel Software,thoả thuận,Hà Nội
IT Internal Audit Supervisor,Công ty Tài Chính TNHH Một Thành Viên Quốc Tế Việt Nam JACCS,20 - 25 triệu VND,Hồ Chí Minh
Phó Phòng Phát Triển Công Nghệ,CÔNG TY TNHH META BLOSSOM VIỆT NAM,thoả thuận,Hồ Chí Minh
Senior Java Backend Enginner,CÔNG TY TNHH CÔNG NGHỆ GIẢI PHÁP CITYNOW,"1,000 - 1,500 usd",Hồ Chí Minh
Nhân Viên Quay Dựng Video,CÔNG TY TNHH KIỆT NĂNG QUỐC TẾ,8 - 15 triệu VND,Hồ Chí Minh
Middle/ Senior Tester,Công ty Phần mềm Siten,13 - 25 triệu VND,Hà Nội
Middle Fullstack Developer,OpenCommerce Group,thoả thuận,Hà Nội
Backend Engineer,Công ty cổ phần Grooo International,25 - 28 triệu VND,Hồ Chí Minh
Backend Engineer,Công ty cổ phần Grooo International,25 - 28 triệu VND,Hồ Chí Minh
Nhân Viên Kinh Doanh Phần Mềm Bán Hàng Tại Hồ Chí Minh - Lương Cơ Bản Không Phụ Thuộc KPI (Thu Nhập 12-20 Tr),iPOS.vn,12 - 20 triệu VND,Hồ Chí Minh
Nhân Viên Vận Hành Hệ Thống,CÔNG TY CỔ PHẦN DỊCH VỤ DI ĐỘNG THỂ HỆ MỚI (NMS),thoả thuận,Hà Nội
Chuyên Viên IT Hệ Thống,Công Ty Cổ Phần Tập Đoàn Thái Bình Dương - Pacific Corporation,10 - 15 triệu VND,Hà Nam & 3 nơi khác
Thực Tập Sinh Xử Lý Dữ Liệu Bản Đồ,CÔNG TY CỔ PHẦN CÔNG NGHỆ THÔNG TIN ĐỊA LÝ EK,thoả thuận,Hà Nội
Technical Leader (Mobile),Công ty CP Phần mềm MOR,55 triệu VND,Hà Nội
IOS Developer - Onsite Từ 3 Năm Kinh Nghiệm,Công Ty Cổ Phần Công Nghệ VMO Holdings,35 triệu VND,Hà Nội
Android Developer - Onsite,Công Ty Cổ Phần Công Nghệ VMO Holdings,20 - 40 triệu VND,Hà Nội
Chuyên Viên Phân Tích Nghiệp Vụ (IT BA),Công ty TNHH Venesa,14 - 18 triệu VND,Hà Nội
Project Manager,CÔNG TY TNHH PHẦN MỀM FPT,thoả thuận,Hà Nội & 3 nơi khác
Salesforce Developer,CÔNG TY TNHH PHẦN MỀM FPT,thoả thuận,"Hà Nội, Hồ Chí Minh"
Data Engineer,CÔNG TY TNHH PHẦN MỀM FPT,thoả thuận,"Hà Nội, Hồ Chí Minh"
Aem (Adobe Experience Manager) Software Developer,CÔNG TY TNHH PHẦN MỀM FPT,thoả thuận,"Hà Nội, Hồ Chí Minh"
Nhân Viên Kinh Doanh,Công Ty Cổ Phần 3H INC Việt Nam,15 - 20 triệu VND,Hà Nội
Trưởng Nhóm Tích Hợp Hệ Thống (Security),Công Ty Cổ Phần 3H INC Việt Nam,thoả thuận,Hà Nội
"Bridge Software Engineer (N2 Up, Remote)",CÔNG TY TNHH PHẦN MỀM FPT,thoả thuận,Hà Nội & 2 nơi khác
Chuyên Viên Tích Hợp Hệ Thống - An Ninh Bảo Mật,Công Ty Cổ Phần 3H INC Việt Nam,25 triệu VND,Hà Nội
Angular Developer,CÔNG TY TNHH PHẦN MỀM FPT,thoả thuận,"Hà Nội, Hồ Chí Minh"
Network Security Engineer - Từ 3 Năm Kinh Nghiệm,Công ty Cổ phần Hệ thống Công nghệ ETC,25 - 35 triệu VND,Hà Nội
Automation Test,CÔNG TY TNHH PHẦN MỀM FPT,thoả thuận,Hà Nội & 2 nơi khác
Chuyên Viên Tích Hợp Hệ Thống,Công Ty Cổ Phần 3H INC Việt Nam,25 triệu VND,Hà Nội
Project Manager,Công Ty Cổ Phần 3H INC Việt Nam,13 - 15 triệu VND,Hà Nội
Data Scientist,CÔNG TY TNHH PHẦN MỀM FPT,thoả thuận,"Hà Nội, Hồ Chí Minh"
Database Developer,CÔNG TY TNHH EIGHT ONE INTERNATIONAL,15 - 20 triệu VND,Hồ Chí Minh
Nhân Viên Quay Dựng Video,CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ CÔNG NGHỆ X-COM,8 - 12 triệu VND,Hà Nội
Unity Developer (Junior Up) - Casual/Puzzle,SonatGame Studio,"1,500 usd",Hà Nội
Project Manager,Unit Corp,thoả thuận,Hồ Chí Minh
Cloud Security On-Job-Training,FPT Software,6 - 8 triệu VND,Hà Nội
Lập Trình Viên DEV - Nghỉ T7CN,CÔNG TY TNHH CÔNG NGHỆ IMSOFT VIỆT NAM,"trên 1,000 usd","Bắc Giang, Hà Nội"
Senior Business Analyst (SaaS),Công ty TNHH Avada Group (Mageplaza),20 - 30 triệu VND,Hà Nội
Automation Tester,CÔNG TY CỔ PHẦN TƯ VẤN CÔNG NGHỆ NGS,15 - 25 triệu VND,Hà Nội
Senior Tester,Công ty Cổ phần Mirabo,17 - 22 triệu VND,Hà Nội
PHP/Nodejs Developer,Công ty Cổ phần Mirabo,25 - 40 triệu VND,Hà Nội
Chuyên Viên Chính Báo Cáo Phân Tích,Ngân Hàng TMCP Việt Nam Thịnh Vượng (VPBank),thoả thuận,Hà Nội
Senior Business Analyst (SaaS),Công ty TNHH Mageplaza,20 - 30 triệu VND,Hà Nội
Software Tester (Junior),CÔNG TY TNHH TMZ THỊNH VƯỢNG,thoả thuận,Hà Nội
Chuyên Viên Đào Tạo -  L&D Executive,CÔNG TY CỔ PHẦN CÔNG NGHỆ SOTATEK VIỆT NAM,12 - 22 triệu VND,Hà Nội
Test Leader,Công ty CP Nghiên cứu và phát triển Fabbi,25 - 30 triệu VND,Hà Nội
Tester (Senior),Công ty CP Nghiên cứu và phát triển Fabbi,25 - 28 triệu VND,Hà Nội
Nhân Viên C&B,CÔNG TY CỔ PHẦN SAVIS DIGITAL,12 - 20 triệu VND,Hà Nội
NodeJS Developer,Công ty Cổ phần viễn thông FPT,13 - 20 triệu VND,Hà Nội
Kế Toán Tổng Hợp,CÔNG TY TNHH ATCOLLABO,10 - 15 triệu VND,Hồ Chí Minh
Business Analyst - Từ 3 Năm Kinh Nghiệm,Công ty Cổ phần Hệ thống Công nghệ ETC,20 - 40 triệu VND,Hà Nội
AI Engineer (AI Developer),FPT IS,thoả thuận,Hà Nội
Data Scientist,FPT IS,thoả thuận,Hà Nội
NLP Engineer,FPT IS,thoả thuận,Hà Nội
Computer Vision Engineer,FPT IS,thoả thuận,Hà Nội
Lập Trình Viên BackEnd (.Net Developer),CÔNG TY CỔ PHẦN THƯƠNG MẠI & DỊCH VỤ MEDLATEC GROUP,thoả thuận,Hà Nội
Nhân Viên Kỹ Thuật,Tổng Công Ty Cổ Phần Công Trình Viettel,8 - 25 triệu VND,Điện Biên
Kỹ Sư Thiết Kế,Tổng Công Ty Cổ Phần Công Trình Viettel,10 - 12 triệu VND,Điện Biên
Quản Trị Hệ Thống (System Admin),CÔNG TY TNHH DV CNTT TOÀN CẦU,thoả thuận,Hồ Chí Minh
BrSE Non-Tech,Công ty Cổ phần VNEXT SOFTWARE,"2,500 usd",Đà Nẵng
Pre-Sales Technical Consultant (IT Outsourcing),Công ty TNHH Tư Vấn & Phát Triển Phần Mềm LARION,thoả thuận,Hồ Chí Minh
Senior QC/QA,CÔNG TY TNHH MTV NTS TECHNOLOGY,30 - 40 triệu VND,Hồ Chí Minh
Chuyên Viên Quản Trị Hệ Thống SCID,Liên Hiệp HTX Thương mại TP.HCM (Saigon Co.op),thoả thuận,Hồ Chí Minh
Nhân Viên Nhập Liệu Tiếng Anh-Data Rater,NashTech,thoả thuận,Hà Nội
IT Staff / IT Helpdesk,CÔNG TY CỔ PHẦN DỊCH VỤ CÀ PHÊ CAO NGUYÊN - HIGHLAND COFFEE SERVICE JSC,thoả thuận,Bà Rịa-Vũng Tàu
Developer Leader - Từ 2 Năm Kinh Nghiệm,Công ty Cổ phần Hệ thống Công nghệ ETC,35 - 55 triệu VND,Hà Nội
Cộng Tác Viên Tuyển Dụng (6 Tháng),AMIGO,12 - 15 triệu VND,Hà Nội
Technical Support - Chế Độ Hấp Dẫn,AMIGO,thoả thuận,Hà Nội
Chuyên Viên Phân Tích Nghiệp Vụ (Business Analyst),Công ty cổ phần Công nghệ VISSOFT,20 - 30 triệu VND,Hà Nội
Sale Manager - Product Manager,Công ty Cổ phần Tập đoàn IDC,thoả thuận,Hà Nội
Chuyên Viên Cao Cấp Vận Hành Hệ Thống Dữ Liệu,Ngân Hàng TMCP Việt Nam Thịnh Vượng (VPBank),thoả thuận,Hà Nội
Chuyên Viên Cao Cấp Vận Hành Hệ Thống Công Nghệ Thông Tin,Ngân Hàng TMCP Việt Nam Thịnh Vượng (VPBank),thoả thuận,Hà Nội
Chuyên Viên CNTT - LSN,TỔNG CÔNG TY CỔ PHẦN BƯU CHÍNH VIETTEL,15 - 20 triệu VND,Lạng Sơn
UX/UI Designer,CÔNG TY CỔ PHẦN PHÂN PHỐI & THƯƠNG MẠI SKYLINK RETAIL,18 - 22 triệu VND,Hồ Chí Minh
Nhân Viên Kỹ Thuật,CÔNG TY TNHH TMDV SENBAC,8 - 15 triệu VND,Hồ Chí Minh
Nhân Viên Tuyển Dụng,CÔNG TY TNHH FOLINAS,8 - 12 triệu VND,Hà Nội
Senior Android Developer,CÔNG TY TNHH TRUYỀN HÌNH FPT,thoả thuận,Hồ Chí Minh
Trưởng Bộ Phận Công Nghệ Thông Tin,NHÀ SÁCH TIẾN THỌ,30 - 40 triệu VND,Hà Nội
Nhân Viên Kinh Doanh Viễn Thông,Công ty Cổ phần viễn thông FPT,8420 triệu VND,Hồ Chí Minh
Nhân Viên Editor Youtube (Được Đào Tạo),Thiên Trường Media,75 triệu VND,Hà Nội
Junior Full Stack Developer,Công ty cổ phần nghiên cứu phát triển và cung cấp dịch vụ AI Việt Nam,15 - 25 triệu VND,Hà Nội
Senior Full Stack Developer,Công ty cổ phần nghiên cứu phát triển và cung cấp dịch vụ AI Việt Nam,30 - 36 triệu VND,Hà Nội
UX/UI Designer,Công ty cổ phần nghiên cứu phát triển và cung cấp dịch vụ AI Việt Nam,12 - 22 triệu VND,Hà Nội
Technical Support L1,FPT Smart Cloud (FCI),thoả thuận,Hà Nội
Nhân Viên Tư Vấn Triển Khai Phần Mềm ERP,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ CÔNG NGHỆ HEBELA,15 - 20 triệu VND,Hà Nội
VueJS Developer - Từ 5 Năm Kinh Nghiệm,Công Ty Cổ Phần Công Nghệ VMO Holdings,30 - 45 triệu VND,Hà Nội
Project Manager - Từ 5 Năm Kinh Nghiệm,Công Ty Cổ Phần Công Nghệ VMO Holdings,30 - 45 triệu VND,Hà Nội
Golang Developer,CÔNG TY TNHH GEMCOMMERCE,25 - 35 triệu VND,Hà Nội
Giám Đốc Chi Nhánh,CTCP Viễn thông Di động Toàn cầu,40 - 60 triệu VND,Hà Nội
Nhân Viên Điều Độ Container,CN CÔNG TY TNHH DỊCH VỤ GREATING FORTUNE CONTAINER HCM TẠI ĐÀ NẴNG,75 triệu VND,Đà Nẵng
"Fullstack Developer (Reactjs, PHP)",XIPAT FLEXIBLE SOLUTIONS COMPANY LIMITED,10 - 18 triệu VND,Hà Nội
Thực Tập Sinh IOS,Công Ty Gzone,1 - 3 triệu VND,Hà Nội
Product Owner (Senior),Công ty Cổ phần Thời Trang Yody,thoả thuận,"Hà Nội, Hồ Chí Minh"
DevOps Engineer,Công ty Cổ phần Thời Trang Yody,thoả thuận,"Hồ Chí Minh, Hà Nội"
Blockchain Technical Lead (Solidity/Nodejs),CÔNG TY CỔ PHẦN CÔNG NGHỆ EVOL,"2,300 - 2,800 usd",Hồ Chí Minh
"Business Analyst (Blockchain, AI)",CÔNG TY CỔ PHẦN TẬP ĐOÀN IVI,15 - 25 triệu VND,Hà Nội
Chuyên Viên Kinh Doanh,CÔNG TY CỔ PHẦN TẬP ĐOÀN IVI,15 - 20 triệu VND,Hồ Chí Minh
IT Recruitment Intern,CÔNG TY TNHH DAOUKIWOOM INNOVATION,12 triệu VND,Hồ Chí Minh
IT Coordinator,CÔNG TY TNHH MỘT THÀNH VIÊN VIỆT NAM GS INDUSTRY,600 - 800 triệu VND,Hồ Chí Minh
Nhân Viên Quay Dựng,Công ty TNHH Công Nghệ Cao Việt Quang,12 - 15 triệu VND,Hà Nội
Quản Trị Hệ Thống (Linux System Administrator),Công Ty Cổ Phần Công Nghệ SellerSmith,15 triệu VND,Hà Nội
Digital Advertising Specialist,CÔNG TY TNHH MEDIASTEP SOFTWARE VIỆT NAM,25 triệu VND,Hồ Chí Minh
Business Development Manager,CÔNG TY CỔ PHẦN YOOTEK HOLDINGS,25 - 40 triệu VND,Hà Nội
Chuyên Viên Đảm Bảo Chất Lượng Quy Trình (PQA),Công ty Cổ phần NAL Việt Nam,18 - 35 triệu VND,Hà Nội
Kỹ Sư Cầu Nối Tiếng Nhật (Japanese BrSE),Công ty Cổ phần NAL Việt Nam,30 - 60 triệu VND,Hà Nội
Tester Tiếng Nhật,Công ty Cổ phần NAL Việt Nam,20 - 30 triệu VND,Hà Nội
Junior - Middle IT Comtor (Japanese N2),Công ty Cổ phần NAL Việt Nam,12 - 28 triệu VND,Hà Nội
Nhân Viên Content Marketing,KORSY,8 - 15 triệu VND,Thái Nguyên
Chuyên Viên Tư Vấn Phần Mềm,CÔNG TY TNHH MEDIASTEP SOFTWARE VIỆT NAM,10 - 50 triệu VND,Hà Nội & 4 nơi khác
Nhân Viên Kỹ Thuật Dây Máy,Tổng Công ty Cổ Phần Công trình Viettel,10 - 15 triệu VND,Hà Nội
Bridge Software Engineer,CÔNG TY CỔ PHẦN IVS,thoả thuận,Hồ Chí Minh
Thực Tập Sinh Kinh Doanh - Phần Mềm Website,CÔNG TY TNHH THƯƠNG MẠI VÀ ĐẦU TƯ NINA VIỆT NAM,6 triệu VND,Hồ Chí Minh
Tester Data,Công ty TNHH Giải pháp Phân tích dữ liệu Insight Data,12 - 25 triệu VND,Hà Nội
Japanese Test Lead (JLPT N2),CÔNG TY CỔ PHẦN LOTUS TECHNOLOGY SERVICES,30 - 40 triệu VND,Hà Nội
Project Manager,Công ty TNHH CMC GLOBAL,40 - 55 triệu VND,Hà Nội
Automation Test,Công ty TNHH CMC GLOBAL,20 - 35 triệu VND,Hà Nội
Manual Test,Công ty TNHH CMC GLOBAL,15 - 30 triệu VND,Hà Nội
Account Manager,Công ty TNHH CMC GLOBAL,14 - 25 triệu VND,Hà Nội
.Net Techlead,Công ty TNHH CMC GLOBAL,40 - 60 triệu VND,Hà Nội
Thi Công Lắp Đặt Mạng Lan Và Camera,CÔNG TY TNHH CÔNG NGHỆ VÀ GIẢI PHÁP THÔNG MINH,8 - 12 triệu VND,Hà Nội
Trưởng Phòng Kỹ Thuật Giải Pháp,CÔNG TY TNHH CÔNG NGHỆ VÀ GIẢI PHÁP THÔNG MINH,thoả thuận,Hà Nội
Tester Biết Tiếng Nhật,Công ty TNHH City Ascom Việt Nam,25 triệu VND,Hà Nội
Kỹ Sư Hệ Thống,Công ty cổ phần tư vấn chuyển giao công nghệ ITC,9 triệu VND,Hà Nội
Kỹ Sư Triển Khai Hiện Trường Bảo Trì Hệ Thống,Công ty Cổ phần Đầu tư và Công nghệ Tân Hoàng Minh Phát,thoả thuận,Hà Nội
"Chuyên Viên Triển Khai Phầm Mềm Odoo (CRM,HRM...)",CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ CÔNG NGHỆ HEBELA,10 - 20 triệu VND,Hà Nội
Lập Trình Viên Java,TP&P Technology Co. Ltd.,35 triệu VND,Hà Nội
Flutter Developer (Dự Án Banking),Công ty Cổ phần Giải pháp Công nghệ TTC Việt Nam,26 triệu VND,Hà Nội
Automation Tester (Dự Án Banking),Công ty Cổ phần Giải pháp Công nghệ TTC Việt Nam,26 triệu VND,Hà Nội
Java Developer (Dự Án Banking),Công ty Cổ phần Giải pháp Công nghệ TTC Việt Nam,27 triệu VND,Hà Nội
"Fullstack Developer (Java, Angular)",Công ty Cổ phần Giải pháp Công nghệ TTC Việt Nam,26 triệu VND,Hà Nội
Data Engineer (Dự Án Banking),Công ty Cổ phần Giải pháp Công nghệ TTC Việt Nam,26 triệu VND,Hà Nội
AI Engineer ( Dự Án Banking),Công ty Cổ phần Giải pháp Công nghệ TTC Việt Nam,26 triệu VND,Hà Nội
Content Specialist,CÔNG TY CỔ PHẦN HYRATEK,12 - 18 triệu VND,Hà Nội
Business Analyst (Dự Án Banking),Công ty Cổ phần Giải pháp Công nghệ TTC Việt Nam,25 triệu VND,Hà Nội
Automation Tester,CÔNG TY CỔ PHẦN ADAMO SOFTWARE,25 - 35 triệu VND,Hà Nội
Chuyên Viên Phân Tích Nghiệp Vụ/ Quản Trị Hệ Thống,CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ ĐẦU TƯ ĐÔNG HIỆP,11 - 14 triệu VND,Hà Nội
IT Comtor,Công ty CP sáng tạo trẻ Việt Nam Miichisoft,20 - 40 triệu VND,Hà Nội
IT Infrastructure Support,Nichietsu,thoả thuận,Hồ Chí Minh
SEO Excutive - SEO Tổng Thể,Công ty TNHH The Albert Advertising,thoả thuận,Hồ Chí Minh
Chuyên Viên Công Nghệ Thông Tin,Công ty Cổ phần Thế giới Sofa,10 - 15 triệu VND,Hà Nội
Nhân Viên Fb Ads / Marketing Fb ( Làm Việc T2-T6),Công ty TNHH Kinh Doanh Thương Mại HTC Việt Nam,15 triệu VND,Hà Nội
Nhân Viên Designer,Công ty cổ phần đầu tư VNR Holding,10 - 14 triệu VND,Hà Nội
IT Infrastructure Support,CÔNG TY TNHH EIGHT ONE INTERNATIONAL,thoả thuận,Hồ Chí Minh
Backend Engineer (.NET Core),Crossian,17 - 52 triệu VND,Hà Nội
Senior Devops Developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ NAMI,thoả thuận,"Hà Nội, Hồ Chí Minh"
Fresher/Junior BrSE Tiếng Nhật,Công ty Cổ phần Đầu tư và Giải pháp VietIS,40 triệu VND,Hà Nội
Presale - Tiếng Anh Giao Tiếp Tốt - Từ 1 YOE,CÔNG TY CỔ PHẦN LOTUS TECHNOLOGY SERVICES,25 triệu VND,Hà Nội
"Network Control, Helpdesk",CÔNG TY TNHH POSCO DX VIỆT NAM,thoả thuận,Đồng Nai
Trưởng Nhóm Tester,VC Corp,20 - 30 triệu VND,Hà Nội
Trưởng Nhóm Vận Hành,Công ty CP Kinh doanh F88,thoả thuận,Hà Nội
Nhân Viên Kinh Doanh Phần Mềm Bán Hàng Tại Cần Thơ - Lương Cơ Bản Không Phụ Thuộc KPI + Hoa Hồng Theo Sản Phẩm + Thưởng + Phụ Cấp Di Chuyển,iPOS.vn,12 - 20 triệu VND,Cần Thơ
Backend (PHP - Level Middle),CÔNG TY TNHH EUP SOLUTION,15 - 20 triệu VND,Hà Nội
Sr. Backend Engineer (RoR),CHI NHÁNH AROBID - CÔNG TY CỔ PHẦN TẦM NHÌN MỚI,thoả thuận,Hồ Chí Minh
Thực Tập Sinh Tiếng Hàn,CÔNG TY TNHH BZCOM,3 triệu VND,Hà Nội
Software Developer ( Full Stack ),CÔNG TY TNHH LW-MH SEA PTE,thoả thuận,"Miền Nam, Hồ Chí Minh"
Chuyên Viên Tài Chính Đầu Tư (Investment Banking),Công ty Cổ phần Tập đoàn Meey Land,20 - 30 triệu VND,Hà Nội
Mobile Developer (IOS),Công ty Cổ phần Tập đoàn Meey Land,20 - 40 triệu VND,Hà Nội
Chuyên Viên Kiểm Toán Công Nghệ Thông Tin,Công ty Tài Chính TNHH Một Thành Viên Quốc Tế Việt Nam JACCS,thoả thuận,Hồ Chí Minh
Kỹ Sư Vận Hành Hệ Thống,CÔNG TY CỔ PHẦN CÔNG NGHỆ AN NINH MẠNG QUỐC GIA VIỆT NAM,thoả thuận,Hà Nội
Sale Manager,CÔNG TY TNHH PROVISION VN,35 triệu VND,Hồ Chí Minh
Junior/Middle Product Owner,Babilala - Ứng dụng Tiếng Anh Online cho trẻ em tăng trưởng bậc nhất Đông Nam Á,30 triệu VND,Hà Nội
Junior/Middle Product Owner,EDUPIA,thoả thuận,Hà Nội
Product Owner (Không Yêu Cầu Tiếng Anh),CÔNG TY TNHH WORLD WAVE CULTURE TECHNOLOGY,20 - 35 triệu VND,Hồ Chí Minh
Content Editor,Công ty TNHH Mageplaza,13 - 18 triệu VND,Hà Nội
Chuyên Viên Số Hóa Tài Liệu,Công ty cổ phần công nghệ và dịch vụ dữ liệu số TDS,8 - 12 triệu VND,Hà Nội
Nhân Viên Kinh Doanh,CÔNG TY CỔ PHẦN PHÂN PHỐI NETMARK,thoả thuận,Hồ Chí Minh
Chuyên Viên IT Support,CÔNG TY CỔ PHẦN VIỆN MẮT QUỐC TẾ VIỆT - NGA,10 - 15 triệu VND,Hà Nội
"Sofware Engineer (MS Power Apps, X++, SQL Sever)",CÔNG TY TNHH FES (VIỆT NAM),thoả thuận,Bình Dương
Chuyên Viên Trải Nghiệm Khách Hàng,Viettel Digital,thoả thuận,Hà Nội
Nhân Viên Quản Lý Trải Nghiệm Khách Hàng,Viettel Digital,thoả thuận,Hà Nội
IT Comtor (Tiếng Hàn),Công Ty Cổ Phần Công Nghệ VMO Holdings,35 triệu VND,Hà Nội
Account Staff Biết Tiếng Trung,CÔNG TY TNHH NEXFUN,11 - 13 triệu VND,Hồ Chí Minh
Project Manager_ 3YOE (Fluent In English),CÔNG TY CỔ PHẦN LOTUS TECHNOLOGY SERVICES,60 triệu VND,Hà Nội
Nhân Viên Content Seeding,HỘ KINH DOANH THẨM MỸ DA LIỄU 247,10 - 13 triệu VND,Hà Nội
Junior Manual Tester (English),CÔNG TY TNHH BMBSOFT VIỆT NAM,thoả thuận,Hà Nội
Middle ReactJS Developer,CÔNG TY TNHH BMBSOFT VIỆT NAM,thoả thuận,Hà Nội
Devops,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ CÔNG NGHỆ MSS,25 - 35 triệu VND,Hà Nội
Email Marketing Specialist,Công ty Cổ phần Solazu,15 - 25 triệu VND,Hồ Chí Minh
IT Helpdesk,Công Ty Cổ Phần Stavian Hóa Chất,thoả thuận,Hà Nội
Middle Business Analyst,CÔNG TY TNHH FASTECH ASIA,thoả thuận,Hà Nội
Automation Test,Công ty TNHH Giải pháp Phân tích dữ liệu Insight Data,17 - 25 triệu VND,Hà Nội
Chuyên Viên Marketing,Công ty Cổ phần Bất Động Sản Thế Kỷ,13 - 20 triệu VND,Hà Nội
Diễn Hoạt Vyond (K.I.N.H D.Ị 2D),3S Media,8 - 15 triệu VND,Hà Nội
Kỹ Sư Giải Pháp Mạng (Network Engineer),CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ CÔNG NGHỆ MSS,15 - 30 triệu VND,Hà Nội
Thực Tập Sinh Hành Chính Nhân Sự,Công ty cổ phần Công nghệ Proton,2 triệu VND,Hà Nội
"Kỹ Thuật Viên Bảo Trì, Sửa Chữa Máy Tính, Camera",CÔNG TY CP TM DV VÙNG TRỜI THÔNG TIN,7 - 9 triệu VND,Hồ Chí Minh
SAP MM SD Consultant,CÔNG TY CỔ PHẦN TƯ VẤN CÔNG NGHỆ NGS,25 triệu VND,Hà Nội
Kỹ Thuật Vận Hành Bảo Dưỡng Nhà Trạm Viễn Thông,CÔNG TY CỔ PHẦN ITTA,8 - 10 triệu VND,Hồ Chí Minh
Android Developer (Java/Kotlin),Công ty cổ phần phần mềm ITSOL Holdings,15 - 28 triệu VND,Hà Nội
Automation Test,CÔNG TY TNHH AGEST VIỆT NAM,35 triệu VND,Hà Nội
Android Developer,CÔNG TY TNHH AGEST VIỆT NAM,35 triệu VND,Hà Nội
.Net Developer,FPT IS,thoả thuận,Đà Nẵng
Thiết Kế Đồ Họa Game Mobile Artist - Đi Làm Ngay,CÔNG TY TNHH CÔNG NGHỆ IMSOFT VIỆT NAM,"1,000 usd","Bắc Giang, Hà Nội"
Trưởng Phòng An Toàn Thông Tin,CELLPHONES,thoả thuận,Hồ Chí Minh
Chuyên Gia Tư Vấn Triển Khai SAP (Senior),CÔNG TY CỔ PHẦN CÔNG NGHỆ FOXAI,"1,000 - 2,500 usd",Hà Nội
Lập Trình Viên Android (Middle),Công ty Cổ phần Infinity Technologies Global,10 - 30 triệu VND,Hà Nội
Project Manager,CÔNG TY TNHH JARVIS TECH,thoả thuận,Hà Nội
Devops Engineer (Cloud),CÔNG TY TNHH JARVIS TECH,thoả thuận,Hà Nội
Developer Fullstack,CÔNG TY CỔ PHẦN TINASOFT VIỆT NAM,20 - 40 triệu VND,Hà Nội
IoT Developer - On Job Training,FPT Software,thoả thuận,Hà Nội
Sales IT Fresher (Làm Tại Thị Trường Quốc Tế),NTQ Solution,4 - 15 triệu VND,Hà Nội
Giám Đốc Quản Lý Sản Phẩm - DSP - MSB - Khối Chuyển Đổi Số (DF) - 1M466,Ngân hàng TMCP Hàng Hải Việt Nam (MSB),60 triệu VND,Hà Nội
Nhân Viên Chăm Sóc Khách Hàng,Công ty Cổ phần Z Holding,6 - 10 triệu VND,Hà Nội
Sales Senior- VN Market,OpenCommerce Group,thoả thuận,Hà Nội
.NET Developer - Cần Thơ,CÔNG TY TNHH SYSTEMEXE VIỆT NAM,thoả thuận,Cần Thơ
